"TaxonToothtype","Epoch","CBL","CBW","CBR","CHR","DC","DDL","CH"
"Saurornitholestes lateral","Late Cretaceous",5.9,2.8,0.474576271186441,2.20338983050847,18.75,0.266666666666667,13
"Saurornitholestes lateral","Late Cretaceous",5,2.1,0.42,2.4,25,0.2,12
"Saurornitholestes lateral","Late Cretaceous",5.3,2.3,0.433962264150943,2.22641509433962,21.25,0.235294117647059,11.8
"Saurornitholestes lateral","Late Cretaceous",4.5,1.8,0.4,1.73333333333333,23.75,0.210526315789474,7.8
"Saurornitholestes lateral","Late Cretaceous",4.2,1.7,0.404761904761905,1.78571428571429,20,0.25,7.5
"Saurornitholestes lateral","Late Cretaceous",4.9,2.2,0.448979591836735,1.95918367346939,20,0.25,9.6
"Saurornitholestes lateral","Late Cretaceous",5.1,2.1,0.411764705882353,1.86274509803922,20,0.25,9.5
"Saurornitholestes lateral","Late Cretaceous",5,2.3,0.46,1.84,20,0.25,9.2
"Saurornitholestes lateral","Late Cretaceous",4.9,2.1,0.428571428571429,2.14285714285714,20,0.25,10.5
"Saurornitholestes lateral","Late Cretaceous",4.7,2.2,0.468085106382979,2.21276595744681,21.25,0.235294117647059,10.4
"Saurornitholestes lateral","Late Cretaceous",4.2,1.5,0.357142857142857,1.9047619047619,22.5,0.222222222222222,8
"Saurornitholestes lateral","Late Cretaceous",4.2,2.5,0.595238095238095,2.5,18.75,0.266666666666667,10.5
"Saurornitholestes lateral","Late Cretaceous",4.7,2,0.425531914893617,2.19148936170213,25,0.2,10.3
"Saurornitholestes lateral","Late Cretaceous",5.9,2.7,0.457627118644068,2.20338983050847,20,0.25,13
"Saurornitholestes lateral","Late Cretaceous",4.8,2,0.416666666666667,1.91666666666667,20,0.25,9.2
"Saurornitholestes lateral","Late Cretaceous",5.1,2.1,0.411764705882353,2.29411764705882,25,0.2,11.7
"Saurornitholestes lateral","Late Cretaceous",4.5,2.4,0.533333333333333,2.11111111111111,20,0.25,9.5
"Saurornitholestes lateral","Late Cretaceous",5.7,2.1,0.368421052631579,1.96491228070175,22.5,0.222222222222222,11.2
"Saurornitholestes lateral","Late Cretaceous",4.8,2.2,0.458333333333333,1.95833333333333,20,0.25,9.4
"Saurornitholestes lateral","Late Cretaceous",5.5,3.2,0.581818181818182,2.03636363636364,25,0.2,11.2
"Saurornitholestes lateral","Late Cretaceous",5.6,2.6,0.464285714285714,1.92857142857143,20,0.25,10.8
"Saurornitholestes lateral","Late Cretaceous",7.9,2.8,0.354430379746835,2.0253164556962,18.75,0.266666666666667,16
"Saurornitholestes lateral","Late Cretaceous",5.5,2.7,0.490909090909091,2.54545454545455,21.25,0.235294117647059,14
"Saurornitholestes lateral","Late Cretaceous",5.1,2.2,0.431372549019608,1.76470588235294,27.5,0.181818181818182,9
"Saurornitholestes lateral","Late Cretaceous",6.4,2.6,0.40625,2.03125,18.75,0.266666666666667,13
"Saurornitholestes lateral","Late Cretaceous",5,1.9,0.38,1.8,21.25,0.235294117647059,9
"Saurornitholestes lateral","Late Cretaceous",5.3,2.1,0.39622641509434,1.69811320754717,20,0.25,9
"Saurornitholestes lateral","Late Cretaceous",3.5,1.7,0.485714285714286,2.17142857142857,20,0.25,7.6
"Saurornitholestes lateral","Late Cretaceous",3.7,1.9,0.513513513513513,2.24324324324324,20,0.25,8.3
"Saurornitholestes lateral","Late Cretaceous",4.7,2.4,0.51063829787234,1.95744680851064,18.75,0.266666666666667,9.2
"Saurornitholestes lateral","Late Cretaceous",3.8,1.6,0.421052631578947,2.28947368421053,30,0.166666666666667,8.7
"Saurornitholestes lateral","Late Cretaceous",5.6,1.4,0.25,1.125,23.75,0.210526315789474,6.3
"Saurornitholestes lateral","Late Cretaceous",4.2,2,0.476190476190476,1.92857142857143,21.25,0.235294117647059,8.1
"Saurornitholestes lateral","Late Cretaceous",5.5,2.2,0.4,2.09090909090909,21.25,0.235294117647059,11.5
"Saurornitholestes lateral","Late Cretaceous",5.2,2.2,0.423076923076923,1.57692307692308,21.25,0.235294117647059,8.2
"Saurornitholestes lateral","Late Cretaceous",3.5,1.9,0.542857142857143,2.14285714285714,21.25,0.235294117647059,7.5
"Saurornitholestes lateral","Late Cretaceous",4.1,2.6,0.634146341463415,2.31707317073171,22.5,0.222222222222222,9.5
"Saurornitholestes lateral","Late Cretaceous",4.1,2.4,0.585365853658537,2.31707317073171,20,0.25,9.5
"Saurornitholestes lateral","Late Cretaceous",5.3,2.5,0.471698113207547,2.22641509433962,23.75,0.210526315789474,11.8
"Saurornitholestes lateral","Late Cretaceous",5,2.4,0.48,2.1,20,0.25,10.5
"Saurornitholestes lateral","Late Cretaceous",6,2.3,0.383333333333333,2.16666666666667,17.5,0.285714285714286,13
"Saurornitholestes lateral","Late Cretaceous",5.7,2.2,0.385964912280702,1.92982456140351,18.75,0.266666666666667,11
"Saurornitholestes lateral","Late Cretaceous",3.5,2,0.571428571428571,2.22857142857143,18.75,0.266666666666667,7.8
"Saurornitholestes lateral","Late Cretaceous",2.9,1.7,0.586206896551724,2.41379310344828,22.5,0.222222222222222,7
"Saurornitholestes lateral","Late Cretaceous",5,2.3,0.46,2.4,20,0.25,12
"Saurornitholestes lateral","Late Cretaceous",5.1,2.4,0.470588235294118,2,20,0.25,10.2
"Saurornitholestes lateral","Late Cretaceous",3.8,1.6,0.421052631578947,1.65789473684211,22.5,0.222222222222222,6.3
"Saurornitholestes lateral","Late Cretaceous",4.9,2.2,0.448979591836735,1.91836734693878,26.25,0.19047619047619,9.4
"Saurornitholestes lateral","Late Cretaceous",3.3,1.5,0.454545454545455,1.87878787878788,21.25,0.235294117647059,6.2
"Saurornitholestes lateral","Late Cretaceous",5.7,2.4,0.421052631578947,1.96491228070175,22.5,0.222222222222222,11.2
"Saurornitholestes lateral","Late Cretaceous",6.3,2.4,0.380952380952381,2.25396825396825,20,0.25,14.2
"Saurornitholestes lateral","Late Cretaceous",4.69,2.28,0.486140724946695,1.70788912579957,17.9,0.279329608938548,8.01
"Saurornitholestes lateral","Late Cretaceous",5.98,2.48,0.414715719063545,1.94983277591973,22.9,0.218340611353712,11.66
"Saurornitholestes lateral","Late Cretaceous",5.77,2.49,0.431542461005199,1.94974003466205,27.7,0.180505415162455,11.25
"Saurornitholestes lateral","Late Cretaceous",4.36,2.45,0.561926605504587,2.11009174311927,21.4,0.233644859813084,9.2
"Saurornitholestes lateral","Late Cretaceous",4.89,2.45,0.501022494887526,1.78732106339468,19.1,0.261780104712042,8.74
"Saurornitholestes lateral","Late Cretaceous",4.26,1.98,0.464788732394366,1.68779342723005,21.6,0.231481481481481,7.19
"Saurornitholestes lateral","Late Cretaceous",5.26,2.37,0.450570342205323,2.04942965779468,18.9,0.264550264550265,10.78
"Saurornitholestes lateral","Late Cretaceous",3.93,1.81,0.460559796437659,1.44020356234097,21.9,0.228310502283105,5.66
"Saurornitholestes lateral","Late Cretaceous",5.24,2.77,0.528625954198473,2.06106870229008,20.2,0.247524752475248,10.8
"Saurornitholestes lateral","Late Cretaceous",5.74,2.67,0.465156794425087,2.02090592334495,21.4,0.233644859813084,11.6
"Saurornitholestes lateral","Late Cretaceous",3.67,1.61,0.438692098092643,1.20435967302452,18.4,0.271739130434783,4.42
"Saurornitholestes lateral","Late Cretaceous",5.12,2.37,0.462890625,1.59765625,20.3,0.246305418719212,8.18
"Saurornitholestes lateral","Late Cretaceous",5.42,2.37,0.437269372693727,1.69926199261993,21,0.238095238095238,9.21
"Saurornitholestes lateral","Late Cretaceous",6.53,3.73,0.571209800918836,1.47932618683002,17.9,0.279329608938548,9.66
"Saurornitholestes lateral","Late Cretaceous",4.7,2.17,0.461702127659574,1.63191489361702,21.7,0.230414746543779,7.67
"Saurornitholestes lateral","Late Cretaceous",5.6,2.45,0.4375,1.48392857142857,27.2,0.183823529411765,8.31
"Saurornitholestes lateral","Late Cretaceous",5.62,2.37,0.421708185053381,1.7864768683274,20.2,0.247524752475248,10.04
"Saurornitholestes lateral","Late Cretaceous",5.77,2.41,0.417677642980936,1.91161178509532,22.5,0.222222222222222,11.03
"Saurornitholestes lateral","Late Cretaceous",5.79,3.16,0.545768566493955,1.99309153713299,19.1,0.261780104712042,11.54
"Saurornitholestes lateral","Late Cretaceous",4.66,2.57,0.551502145922747,2.16738197424893,24,0.208333333333333,10.1
"Saurornitholestes lateral","Late Cretaceous",4.75,2.38,0.501052631578947,1.59578947368421,21.5,0.232558139534884,7.58
"Saurornitholestes lateral","Late Cretaceous",7.5,3.68,0.490666666666667,1.71333333333333,24.5,0.204081632653061,12.85
"Saurornitholestes lateral","Late Cretaceous",7.07,3.13,0.442715700141443,1.18528995756719,26.8,0.186567164179104,8.38
"Saurornitholestes lateral","Late Cretaceous",5.34,2.82,0.528089887640449,1.89138576779026,19.4,0.257731958762887,10.1
"Saurornitholestes lateral","Late Cretaceous",3.82,1.75,0.458115183246073,1.96858638743456,30.5,0.163934426229508,7.52
"Saurornitholestes lateral","Late Cretaceous",1.69,0.83,0.49112426035503,1.30177514792899,27.1,0.18450184501845,2.2
"Atrociraptor lateral","Late Cretaceous",5.2,2.8,0.538461538461538,1.44230769230769,20,0.25,7.5
"Atrociraptor lateral","Late Cretaceous",5.2,2.6,0.5,1.34615384615385,20,0.25,7
"Atrociraptor lateral","Late Cretaceous",4.98,2.48,0.497991967871486,1.5421686746988,14,0.357142857142857,7.68
"Atrociraptor lateral","Late Cretaceous",5.15,2.4,0.466019417475728,1.62718446601942,16,0.3125,8.38
"Atrociraptor lateral","Late Cretaceous",5.81,2.88,0.495697074010327,1.5697074010327,16,0.3125,9.12
"Atrociraptor lateral","Late Cretaceous",5.23,2.76,0.527724665391969,1.78967495219885,14,0.357142857142857,9.36
"Atrociraptor lateral","Late Cretaceous",4.73,2.4,0.507399577167019,1.59619450317125,17.5,0.285714285714286,7.55
"Atrociraptor lateral","Late Cretaceous",4.65,2.36,0.50752688172043,1.42795698924731,15.25,0.327868852459016,6.64
"Atrociraptor lateral","Late Cretaceous",5.06,2.56,0.505928853754941,1.89723320158103,17,0.294117647058824,9.6
"Atrociraptor lateral","Late Cretaceous",3.15,1.58,0.501587301587302,1.29206349206349,15,0.333333333333333,4.07
"Atrociraptor lateral","Late Cretaceous",3.24,1.72,0.530864197530864,1.56172839506173,15,0.333333333333333,5.06
"Atrociraptor lateral","Late Cretaceous",5.48,2.56,0.467153284671533,1.73722627737226,17.5,0.285714285714286,9.52
"Atrociraptor lateral","Late Cretaceous",4.32,1.88,0.435185185185185,1.26851851851852,23.5,0.212765957446809,5.48
"Atrociraptor lateral","Late Cretaceous",4.48,2.32,0.517857142857143,1.62946428571429,17.5,0.285714285714286,7.3
"Atrociraptor lateral","Late Cretaceous",5.6,2.6,0.464285714285714,1.42857142857143,16.5,0.303030303030303,8
"Atrociraptor lateral","Late Cretaceous",4.73,2.56,0.54122621564482,1.52642706131078,18.5,0.27027027027027,7.22
"Atrociraptor lateral","Late Cretaceous",4.07,1.99,0.488943488943489,1.57002457002457,17.5,0.285714285714286,6.39
"Atrociraptor lateral","Late Cretaceous",3.9,2.08,0.533333333333333,1.48974358974359,20,0.25,5.81
"Atrociraptor lateral","Late Cretaceous",4.9,2.41,0.491836734693878,2.07142857142857,15.5,0.32258064516129,10.15
"Atrociraptor lateral","Late Cretaceous",4.23,2.16,0.51063829787234,1.55082742316785,20,0.25,6.56
"Zapsalis lateral","Late Cretaceous",6.5,3,0.461538461538462,1.84615384615385,15.15,0.33003300330033,12
"Zapsalis lateral","Late Cretaceous",6.1,2.4,0.39344262295082,1.63934426229508,16.25,0.307692307692308,10
"Zapsalis lateral","Late Cretaceous",6.3,3.2,0.507936507936508,1.74603174603175,17.5,0.285714285714286,11
"Zapsalis lateral","Late Cretaceous",5.7,2.5,0.43859649122807,2.19298245614035,17.5,0.285714285714286,12.5
"Zapsalis lateral","Late Cretaceous",5.8,2.5,0.431034482758621,2.24137931034483,17.5,0.285714285714286,13
"Zapsalis lateral","Late Cretaceous",7.2,3.2,0.444444444444444,2.08333333333333,15,0.333333333333333,15
"Zapsalis lateral","Late Cretaceous",5.4,2.5,0.462962962962963,1.94444444444444,17.5,0.285714285714286,10.5
"Zapsalis lateral","Late Cretaceous",6.5,3,0.461538461538462,2,16.25,0.307692307692308,13
"Zapsalis lateral","Late Cretaceous",7.9,3.1,0.392405063291139,1.77215189873418,16.25,0.307692307692308,14
"Zapsalis lateral","Late Cretaceous",6.6,3,0.454545454545455,2.34848484848485,16.25,0.307692307692308,15.5
"Zapsalis lateral","Late Cretaceous",6.4,3.1,0.484375,1.796875,16.25,0.307692307692308,11.5
"Zapsalis lateral","Late Cretaceous",5.8,2.5,0.431034482758621,1.89655172413793,18.75,0.266666666666667,11
"Zapsalis lateral","Late Cretaceous",6.3,3.4,0.53968253968254,1.9047619047619,17.5,0.285714285714286,12
"Zapsalis lateral","Late Cretaceous",6.3,3,0.476190476190476,2.46031746031746,15,0.333333333333333,15.5
"Zapsalis lateral","Late Cretaceous",6,3,0.5,2.08333333333333,16.25,0.307692307692308,12.5
"Zapsalis lateral","Late Cretaceous",6.4,3,0.46875,1.875,15,0.333333333333333,12
"Zapsalis lateral","Late Cretaceous",6.3,2.4,0.380952380952381,1.77777777777778,17.5,0.285714285714286,11.2
"Zapsalis lateral","Late Cretaceous",6.4,3,0.46875,1.828125,16.25,0.307692307692308,11.7
"Zapsalis lateral","Late Cretaceous",7,3,0.428571428571429,1.71428571428571,15,0.333333333333333,12
"Zapsalis lateral","Late Cretaceous",6.8,3.3,0.485294117647059,2.01470588235294,15,0.333333333333333,13.7
"Zapsalis lateral","Late Cretaceous",5.3,2.1,0.39622641509434,1.75471698113208,16.25,0.307692307692308,9.3
"Zapsalis lateral","Late Cretaceous",5.8,2.6,0.448275862068966,1.98275862068966,17.5,0.285714285714286,11.5
"Zapsalis lateral","Late Cretaceous",5,2.3,0.46,2.2,17.5,0.285714285714286,11
"Zapsalis lateral","Late Cretaceous",6.4,2.5,0.390625,2.1875,15,0.333333333333333,14
"Troodon lateral","Late Cretaceous",5.66,2.72,0.480565371024735,1.42932862190813,10.5,0.476190476190476,8.09
"Troodon lateral","Late Cretaceous",5.7,2.6,0.456140350877193,1.52631578947368,12,0.416666666666667,8.7
"Troodon lateral","Late Cretaceous",6.2,3.4,0.548387096774194,1.45161290322581,7.8,0.641025641025641,9
"Troodon lateral","Late Cretaceous",4.51,2.22,0.492239467849224,1.47893569844789,11.2,0.446428571428571,6.67
"Troodon lateral","Late Cretaceous",4.96,2.55,0.514112903225806,1.73588709677419,8.9,0.561797752808989,8.61
"Troodon lateral","Late Cretaceous",5.35,2.65,0.495327102803738,1.49719626168224,10.8,0.462962962962963,8.01
"Troodon lateral","Late Cretaceous",4.99,2.81,0.56312625250501,1.38677354709419,10,0.5,6.92
"Troodon lateral","Late Cretaceous",2.97,1.53,0.515151515151515,1.30976430976431,16.9,0.29585798816568,3.89
"Troodon lateral","Late Cretaceous",3.26,1.79,0.549079754601227,1.39570552147239,10.3,0.485436893203883,4.55
"Troodon lateral","Late Cretaceous",4.88,2.32,0.475409836065574,1.34426229508197,10.5,0.476190476190476,6.56
"Troodon lateral","Late Cretaceous",5.91,2.72,0.460236886632826,1.41455160744501,11.3,0.442477876106195,8.36
"Troodon lateral","Late Cretaceous",4.01,1.99,0.496259351620948,1.03740648379052,9.9,0.505050505050505,4.16
"Troodon lateral","Late Cretaceous",3.45,1.55,0.449275362318841,0.976811594202899,14.9,0.335570469798658,3.37
"Troodon lateral","Late Cretaceous",3.31,1.69,0.510574018126888,1.38066465256798,12.1,0.413223140495868,4.57
"Troodon lateral","Late Cretaceous",3.39,1.83,0.539823008849557,1.32153392330383,10.8,0.462962962962963,4.48
"Troodon lateral","Late Cretaceous",5.21,2.44,0.468330134357006,1.68138195777351,9.8,0.510204081632653,8.76
"Troodon lateral","Late Cretaceous",2.86,1.25,0.437062937062937,1.24475524475524,16.1,0.31055900621118,3.56
"Troodon lateral","Late Cretaceous",3.62,1.73,0.477900552486188,0.919889502762431,14.8,0.337837837837838,3.33
"Troodon lateral","Late Cretaceous",5.02,2.42,0.48207171314741,1.48207171314741,12.7,0.393700787401575,7.44
"Troodon lateral","Late Cretaceous",4.29,2.73,0.636363636363636,1.51515151515152,8.2,0.609756097560976,6.5
"Troodon lateral","Late Cretaceous",5.85,3.33,0.569230769230769,1.77435897435897,9.6,0.520833333333333,10.38
"Troodon lateral","Late Cretaceous",5.83,2.93,0.502572898799314,1.32418524871355,10.2,0.490196078431373,7.72
"Troodon lateral","Late Cretaceous",1.53,1.1,0.718954248366013,1.52287581699346,11,0.454545454545455,2.33
"Troodon lateral","Late Cretaceous",4.18,1.94,0.464114832535885,1.25358851674641,8.1,0.617283950617284,5.24
"Troodon lateral","Late Cretaceous",3.58,1.69,0.472067039106145,0.966480446927374,14.7,0.340136054421769,3.46
"Troodon lateral","Late Cretaceous",5.2,2.8,0.538461538461538,1.46153846153846,10,0.5,7.6
"Troodon lateral","Late Cretaceous",4.7,2,0.425531914893617,1.27659574468085,12,0.416666666666667,6
"Troodon lateral","Late Cretaceous",2.5,1.3,0.52,1.24,20,0.25,3.1
"Troodon lateral","Late Cretaceous",4.92,2.43,0.49390243902439,1.46747967479675,11.3,0.442477876106195,7.22
"Troodon lateral","Late Cretaceous",6,3.03,0.505,1.565,8.8,0.568181818181818,9.39
"Troodon lateral","Late Cretaceous",5.6,2.71,0.483928571428571,1.5125,12.5,0.4,8.47
"Troodon lateral","Late Cretaceous",5.2,2.33,0.448076923076923,1.50769230769231,12.5,0.4,7.84
"Troodon lateral","Late Cretaceous",4.45,1.62,0.364044943820225,1.62921348314607,12.5,0.4,7.25
"Pectinodon lateral","Late Cretaceous",2.43,0.8,0.329218106995885,1.59670781893004,12.5,0.4,3.88
"Pectinodon lateral","Late Cretaceous",2.2,1,0.454545454545455,1.36363636363636,20,0.25,3
"Pectinodon lateral","Late Cretaceous",2.7,1,0.37037037037037,1.66666666666667,18.75,0.266666666666667,4.5
"Pectinodon lateral","Late Cretaceous",2.9,1.1,0.379310344827586,1.48275862068966,17.5,0.285714285714286,4.3
"Pectinodon lateral","Late Cretaceous",2.7,1.1,0.407407407407407,1.55555555555556,20,0.25,4.2
"Pectinodon lateral","Late Cretaceous",2.7,1,0.37037037037037,1.40740740740741,17.5,0.285714285714286,3.8
"Pectinodon lateral","Late Cretaceous",2.6,1,0.384615384615385,1.19230769230769,22.5,0.222222222222222,3.1
"Pectinodon lateral","Late Cretaceous",2.7,1,0.37037037037037,1.51851851851852,20,0.25,4.1
"Pectinodon lateral","Late Cretaceous",3,1,0.333333333333333,1.16666666666667,15,0.333333333333333,3.5
"Pectinodon lateral","Late Cretaceous",2.4,0.9,0.375,1.625,20,0.25,3.9
"Pectinodon lateral","Late Cretaceous",2,1,0.5,2.05,15,0.333333333333333,4.1
"Pectinodon lateral","Late Cretaceous",2.1,0.8,0.380952380952381,1.52380952380952,25,0.2,3.2
"Pectinodon lateral","Late Cretaceous",1.9,1.3,0.684210526315789,1.78947368421053,15,0.333333333333333,3.4
"Pectinodon lateral","Late Cretaceous",3.2,1,0.3125,1.25,15,0.333333333333333,4
"Pectinodon lateral","Late Cretaceous",2.52,1.09,0.432539682539683,1.75793650793651,9.6,0.520833333333333,4.43
"Pectinodon lateral","Late Cretaceous",2.44,0.91,0.372950819672131,1.61065573770492,10.1,0.495049504950495,3.93
"Pectinodon lateral","Late Cretaceous",2.39,1,0.418410041841004,1.76569037656904,9.9,0.505050505050505,4.22
"Pectinodon lateral","Late Cretaceous",2.47,1.12,0.453441295546559,1.98380566801619,14.5,0.344827586206897,4.9
"Pectinodon lateral","Late Cretaceous",2.89,1.12,0.387543252595156,1.72664359861592,16,0.3125,4.99
"Pectinodon lateral","Late Cretaceous",2.93,1.1,0.37542662116041,1.65529010238908,15.9,0.314465408805031,4.85
"Pectinodon lateral","Late Cretaceous",2.74,0.96,0.35036496350365,1.41605839416058,15.3,0.326797385620915,3.88
"Pectinodon lateral","Late Cretaceous",2.53,0.87,0.343873517786561,1.28458498023715,18.7,0.267379679144385,3.25
"Pectinodon lateral","Late Cretaceous",2.64,0.82,0.310606060606061,1.20833333333333,16.4,0.304878048780488,3.19
"Pectinodon lateral","Late Cretaceous",2.74,1.15,0.41970802919708,2.02554744525547,17,0.294117647058824,5.55
"Pectinodon lateral","Late Cretaceous",2.63,1.18,0.448669201520913,1.82509505703422,16.9,0.29585798816568,4.8
"Pectinodon lateral","Late Cretaceous",2.52,1.22,0.484126984126984,1.70634920634921,19.1,0.261780104712042,4.3
"Pectinodon lateral","Late Cretaceous",2.31,0.93,0.402597402597403,1.84415584415584,10,0.5,4.26
"Pectinodon lateral","Late Cretaceous",2.21,0.62,0.280542986425339,1.18552036199095,19.8,0.252525252525253,2.62
"Pectinodon lateral","Late Cretaceous",2.36,0.63,0.266949152542373,1.15677966101695,20.2,0.247524752475248,2.73
"Pectinodon lateral","Late Cretaceous",2.35,0.7,0.297872340425532,1.1063829787234,19.5,0.256410256410256,2.6
"Pectinodon lateral","Late Cretaceous",3.12,1.46,0.467948717948718,1.80448717948718,7.8,0.641025641025641,5.63
"Pectinodon lateral","Late Cretaceous",2.93,1.17,0.399317406143345,1.48464163822526,10.5,0.476190476190476,4.35
"Pectinodon lateral","Late Cretaceous",2.56,1.07,0.41796875,1.7578125,8.7,0.574712643678161,4.5
"Pectinodon lateral","Late Cretaceous",2.69,1.12,0.41635687732342,1.38289962825279,14.4,0.347222222222222,3.72
"Pectinodon lateral","Late Cretaceous",2.51,1.05,0.418326693227092,1.23505976095618,18.7,0.267379679144385,3.1
"Pectinodon lateral","Late Cretaceous",2,0.7,0.35,1.5,17.5,0.285714285714286,3
"Pectinodon lateral","Late Cretaceous",3.2,1.1,0.34375,1.4375,20,0.25,4.6
"Pectinodon lateral","Late Cretaceous",3.6,1.7,0.472222222222222,1.27777777777778,12.5,0.4,4.6
"Pectinodon lateral","Late Cretaceous",2.2,0.9,0.409090909090909,1.31818181818182,20,0.25,2.9
"Pectinodon lateral","Late Cretaceous",2.1,0.7,0.333333333333333,1.42857142857143,22.5,0.222222222222222,3
"Abelisauridae","Middle Cretaceous",9.5,5.5,0.578947368421053,2.42105263157895,13,0.384615384615385,23
"Abelisauridae","Middle Cretaceous",9.6,5,0.520833333333333,2.1875,12.5,0.4,21
"Abelisauridae","Middle Cretaceous",9.2,4.5,0.489130434782609,2.35869565217391,11,0.454545454545455,21.7
"Abelisauridae","Middle Cretaceous",8.2,3.1,0.378048780487805,2.09756097560976,14.5,0.344827586206897,17.2
"Abelisauridae","Middle Cretaceous",10.1,5,0.495049504950495,1.9009900990099,11.5,0.434782608695652,19.2
"Abelisauridae","Middle Cretaceous",8.9,4.2,0.471910112359551,2.25842696629213,12,0.416666666666667,20.1
"Abelisauridae","Middle Cretaceous",9.3,4.9,0.526881720430108,1.91397849462366,12,0.416666666666667,17.8
"Abelisauridae","Middle Cretaceous",8.1,4.1,0.506172839506173,2.03703703703704,14,0.357142857142857,16.5
"Abelisauridae","Middle Cretaceous",7.5,4.3,0.573333333333333,2.36,10.5,0.476190476190476,17.7
