"Epoch","Taxa (Genus)","CBL","CBW","CH","CBR","CHR","DDL"
"Late Jurassic","Allosaurus",18.67,13.44,42.12,0.719871451526513,2.2560257096947,0.476190476190476
"Late Jurassic","Allosaurus",14.88,17.3,33.97,1.16263440860215,2.28293010752688,0.555555555555556
"Late Jurassic","Allosaurus",17.92,15.38,40.2,0.858258928571428,2.24330357142857,0.5
"Late Jurassic","Allosaurus",10.93,12.56,25.25,1.14913083257091,2.31015553522415,0.48780487804878
"Late Jurassic","Allosaurus",17.64,14.49,36.54,0.821428571428571,2.07142857142857,0.5
"Late Jurassic","Allosaurus",10.67,9.53,24.03,0.893158388003749,2.25210871602624,0.416666666666667
"Late Jurassic","Allosaurus",23.33,10.77,45.44,0.46163737676811,1.94770681525932,0.454545454545455
"Late Jurassic","Allosaurus",16.74,8.25,29.24,0.492831541218638,1.74671445639188,0.416666666666667
"Late Jurassic","Allosaurus",15.63,10.09,35.91,0.64555342290467,2.29750479846449,0.416666666666667
"Late Jurassic","Allosaurus",20.28,13.4,41.08,0.660749506903353,2.29881656804734,0.4
"Late Jurassic","Allosaurus",21.71,14.01,47.12,0.645324735145094,2.17042837402119,0.37037037037037
"Late Jurassic","Allosaurus",16.24,8.01,32.22,0.493226600985222,1.98399014778325,0.384615384615385
"Late Jurassic","Allosaurus",20.64,12.89,45.06,0.624515503875969,2.18313953488372,0.4
"Late Jurassic","Allosaurus",22.87,15.86,49.87,0.693484914735461,2.18058592041976,0.476190476190476
"Late Jurassic","Allosaurus",14.99,7.33,30.02,0.488992661774516,2.00266844563042,0.5
"Late Jurassic","Allosaurus",15.22,7.04,33.48,0.462549277266754,2.19973718791064,0.454545454545455
"Late Jurassic","Allosaurus",12.08,7.45,25.43,0.616721854304636,2.10513245033113,0.285714285714286
"Late Jurassic","Allosaurus",14.06,7.59,28.5,0.539829302987198,2.02702702702703,0.357142857142857
"Late Jurassic","Allosaurus",14.78,7.21,25.52,0.487821380243572,1.72665764546685,0.333333333333333
"Late Jurassic","Allosaurus",17.32,13.03,38.25,0.752309468822171,2.20842956120092,0.434782608695652
"Late Jurassic","Allosaurus",11.77,8.26,25.8,0.7017841971113,2.19201359388275,0.37037037037037
